chapter,clause,recital
CHAPTER VIII EXEMPTIONS,undefined,"any company incorporated outside the territory of India, by any data processor or any class 15"
CHAPTER VIII EXEMPTIONS,undefined,of data processors incorporated under Indian law.
CHAPTER VIII EXEMPTIONS,undefined,"Where the processing of personal data is necessary for research, archiving, or statistical purposes, and the Authority is satisfied that—"
CHAPTER VIII EXEMPTIONS,undefined,the compliance with the provisions of this Act shall disproportionately divert resources from such purpose;	20
CHAPTER VIII EXEMPTIONS,undefined,the purposes of processing cannot be achieved if the personal data is anonymised;
CHAPTER VIII EXEMPTIONS,undefined,the data fiduciary has carried out de-identification in accordance with the   code of practice specified under section 50 and the purpose of processing can be achieved if the personal data is in de-identified form;	25
CHAPTER VIII EXEMPTIONS,undefined,the personal data shall not be used to take any decision specific to or action directed to the data principal; and
CHAPTER VIII EXEMPTIONS,undefined,"the personal data shall not be processed in the manner that gives rise to a risk of significant harm to the data principal,"
CHAPTER VIII EXEMPTIONS,undefined,"it may, by notification, exempt such class of research, archiving, or statistical purposes from 30"
CHAPTER VIII EXEMPTIONS,undefined,the application of any of the provisions of this Act as may be specified by regulations.
CHAPTER VIII EXEMPTIONS,undefined,"(1) The provisions of sections 7, 8, 9, clause (c) of sub-section (1) of section 17 and sections 19 to 32 shall not apply where the processing of personal data by a small entity is not automated."
CHAPTER VIII EXEMPTIONS,undefined,"For the purposes of sub-section (1), a ""small entity"" means such data fiduciary as	35"
CHAPTER VIII EXEMPTIONS,undefined,"may be classified, by regulations, by Authority, having regard to—"
CHAPTER VIII EXEMPTIONS,undefined,the turnover of data fiduciary in the preceding financial year;
CHAPTER VIII EXEMPTIONS,undefined,the purpose of collection of personal data for disclosure to any other individuals or entities; and
CHAPTER VIII EXEMPTIONS,undefined,the volume of personal data processed by such data fiduciary in any one day	40
CHAPTER VIII EXEMPTIONS,undefined,in the preceding twelve calendar months.
CHAPTER VIII EXEMPTIONS,undefined,"(1) The Authority shall, for the purposes of encouraging innovation in artificial intelligence, machine-learning or any other emerging technology in public interest, create a Sandbox."
CHAPTER VIII EXEMPTIONS,undefined,"Any data fiduciary whose privacy by design policy is certified by the Authority under sub-section (3) of section 22 shall be eligible to apply, in such manner as may be specified by regulations, for inclusion in the Sandbox created under sub-section (1)."
CHAPTER VIII EXEMPTIONS,undefined,Any data fiduciary applying for inclusion in the Sandbox under sub-section (2)
CHAPTER VIII EXEMPTIONS,undefined,"shall furnish the following information, namely:—"
CHAPTER VIII EXEMPTIONS,undefined,"the term for which it seeks to utilise the benefits of Sandbox, provided that such term shall not exceed twelve months;"
CHAPTER VIII EXEMPTIONS,undefined,the innovative use of technology and its beneficial uses;
CHAPTER VIII EXEMPTIONS,undefined,(c) the data principals or categories of data principals participating under the proposed processing; and
CHAPTER VIII EXEMPTIONS,undefined,(d) any other information as may be specified by regulations.
CHAPTER VIII EXEMPTIONS,undefined,"The Authority shall, while including any data fiduciary in the Sandbox, specify—"
CHAPTER VIII EXEMPTIONS,undefined,"the term of the inclusion in the Sandbox, which may be renewed not more"
CHAPTER VIII EXEMPTIONS,undefined,"than twice, subject to a total period of thirty-six months;"
CHAPTER VIII EXEMPTIONS,undefined,"the safeguards including terms and conditions in view of the obligations under clause (c) including the requirement of consent of data principals participating under any licensed activity, compensation to such data principals and penalties in relation to such safeguards; and"
CHAPTER VIII EXEMPTIONS,undefined,"(c) that the following obligations shall not apply or apply with modified form to such data fiduciary, namely:—"
CHAPTER VIII EXEMPTIONS,undefined,the obligation to specify clear and specific purposes under sections 4 and 5;
CHAPTER VIII EXEMPTIONS,undefined,limitation on collection of personal data under section 6; and
CHAPTER VIII EXEMPTIONS,undefined,"(iii) any other obligation to the extent, it is directly depending on the obligations under sections 5 and 6; and"
CHAPTER VIII EXEMPTIONS,undefined,(iv) the restriction on retention of personal data under section 9.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"41. (1) The Central Government shall, by notification, establish, for the purposes of this Act, an Authority to be called the Data Protection Authority of India."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Authority referred to in sub-section (1) shall be a body corporate by the name aforesaid, having perpetual succession and a common seal, with power, subject to the provisions of this Act, to acquire, hold and dispose of property, both movable and immovable,"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"and to contract and shall, by the said name, sue or be sued."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The head office of the Authority shall be at such place as may be prescribed.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Authority may, with the prior approval of the Central Government, establish its offices at other places in India."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,(1) The Authority shall consist of a Chairperson and not more than six whole-time
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Members, of which one shall be a person having qualification and experience in law."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The Chairperson and the Members of the Authority shall be appointed by the Central Government on the recommendation made by a selection committee consisting of—
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"the Cabinet Secretary, who shall be Chairperson of the selection committee;"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,the Secretary to the Government of India in the Ministry or Department
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,dealing with the Legal Affairs; and
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Establishment of Authority.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Composition and qualifications for
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,appointment of Members.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Terms and conditions of appointment.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Removal of Chairperson or other Members.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Powers of
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Chairperson.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,the Secretary to the Government of India in the Ministry or Department dealing with the Electronics and Information Technology.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The procedure to be followed by the Selection Committee for recommending the names under sub-section (2) shall be such as may be prescribed.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Chairperson and the Members of the Authority shall be persons of ability, 5"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"integrity and standing, and shall have qualification and specialised knowledge and experience of, and not less than ten years in the field of data protection, information technology, data management, data science, data security, cyber and internet laws, public administration, national security or related subjects."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,A vacancy caused to the office of the Chairperson or any other member of the 10 Authority shall be filled up within a period of three months from the date on which such vacancy occurs.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) The Chairperson and the Members of the Authority shall be appointed for a  term of five years or till they attain the age of sixty-five years, whichever is earlier, and they shall not be eligible for re-appointment.	15"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The salaries and allowances payable to, and other terms and conditions of service of the Chairperson and the Members of the Authority shall be such as may be prescribed."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Chairperson and the Members shall not, during their term and for a period of two years from the date on which they cease to hold office, accept—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,any employment either under the Central Government or under  any State	20
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Government; or
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"any appointment, in any capacity whatsoever, with a significant data fiduciary."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Notwithstanding anything contained in sub-section (1), the Chairperson or a Member of the Authority may—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,relinquish his office by giving in writing to the Central Government a notice	25
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,of not less than three months; or
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,be removed from his office in accordance with the provisions of this Act.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) The Central Government may remove from office, the Chairperson or any Member of the Authority who—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,has been adjudged as an insolvent;	30
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,has become physically or mentally incapable of acting as a Chairperson or member;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"has been convicted of an offence, which in the opinion of the Central Government, involves moral turpitude;"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,has so abused their position as to render their continuation in office	35
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,detrimental to the public interest; or
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,has acquired such financial or other interest as is likely to affect prejudicially their functions as a Chairperson or a member.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,No Chairperson or any member of the Authority shall be removed under clause (d)
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,or (e) of sub-section (1) unless he has been given a reasonable opportunity of being heard. 40
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The Chairperson of the Authority shall have powers of general superintendence and direction of the affairs of the Authority and shall also exercise all powers and do all such acts and things which may be exercised or done by the Authority under this Act.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) The Chairperson and Members of the Authority shall meet at such times and places and shall observe such rules and procedures in regard to transaction of business at its meetings including quorum at such meetings, as may be prescribed."
