chapter,section,article,recital
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,- amount calculated in financial market applications of the revenues provided in
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,this article;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,– (vetoed);
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,"- resources derived from agreements, contracts or similar instruments held with entities, bodies or companies, of either public or private law, national or international;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section I The National Data Protection Authority (“ANPD”),Art. 55-L Revenues from ANPD are:,"- sums of the sale of publications, technical material, data and information, including for public bidding purposes. (Included by Law No. 13,853/2019)"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",I – five (5) representatives from the federal Executive Branch; II – one (1) representative from the Federal Senate;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",III – one (1) representative from the House of Representatives; IV – one (1) representative from the National Council of Justice;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",V – one (1) representative from the National Council of Public Prosecutors; VI – one (1) representative from the Brazilian Internet Steering Committee;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",– three (3) representatives from entities of the civil society with experience related to personal data protection;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:","– three (3) representatives from scientific, technological and innovative institution;"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",– three (3) representatives from trade union confederations representing the economic categories of the sector;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",– two (2) representatives from entities representatives of the business sector related to the area of personal data processing; and
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",– two (2) representatives from labor sector.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:","§1 The representatives shall be appointed by the President of the Republic, and the"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",delegation of this function is allowed.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:","§2 The representatives referred to in items I, II, III, IV, V and VI of the lead sentence of this article and their alternate shall be appointed by the full representatives of their respective bodies and entities of the public administration."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:","§3 The representatives referred to in items VII, VIII, IX, X and XI of the lead sentence of this article and their alternate thereof:"
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",- shall be appointed as provided for in the regulation;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",- must not be members of the Brazilian Internet Steering Committee (Comitê Gestor da Internet no Brasil);
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:","- shall have a two-year (2) term, with one reappointment being allowed."
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,"Art. 58-A The National Council of Personal Data Protection and Privacy shall be comprised of 23 (twenty-three) representatives, full representatives and alternates, from the following bodies:",§4 Participation in the National Council of Personal Data Protection and Privacy will be considered a relevant unpaid public service.
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,Art. 58-B It is incumbent on the National Council of Personal Data Protection and Privacy to:,- propose strategic guidelines and provide subsidies for the preparation of Personal Data Protection and Privacy National Policy and for the operation of ANPD;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,Art. 58-B It is incumbent on the National Council of Personal Data Protection and Privacy to:,- prepare annual reports to evaluate the execution of the actions of the Personal Data Protection and Privacy National Policy;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,Art. 58-B It is incumbent on the National Council of Personal Data Protection and Privacy to:,– suggest actions to be performed by ANPD;
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,Art. 58-B It is incumbent on the National Council of Personal Data Protection and Privacy to:,– prepare studies and hold public debates and public hearing on personal data 8 protection and privacy; and
CHAPTER IX THE NATIONAL DATA PROTECTION AUTHORITY (“ANPD”) AND THE NATIONALCOUNCIL FOR PROTECTION OF PERSONAL DATA AND PRIVACY,Section II The National Council for the Protection of Personal Data and Privacy,Art. 58-B It is incumbent on the National Council of Personal Data Protection and Privacy to:,"– disseminate knowledge about the protection of personal data and privacy to the general population. (Included by Law No. 13,853/2019)"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,"Art. 60. Law No. 12,965, of April 23, 2014 (the “Brazilian Internet Law”), shall henceforth contain the following alterations:",“Art. 7 …
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,"Art. 60. Law No. 12,965, of April 23, 2014 (the “Brazilian Internet Law”), shall henceforth contain the following alterations:","X – permanent deletion of personal data that has been provided to an internet application, upon request, at the termination of the relationship between the parties, except in the situations in which storage of records is obligatory, as provided in this Law and in that"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,"Art. 60. Law No. 12,965, of April 23, 2014 (the “Brazilian Internet Law”), shall henceforth contain the following alterations:",which governs personal data protection;…”
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,"Art. 60. Law No. 12,965, of April 23, 2014 (the “Brazilian Internet Law”), shall henceforth contain the following alterations:",“Art. 16…
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,"Art. 60. Law No. 12,965, of April 23, 2014 (the “Brazilian Internet Law”), shall henceforth contain the following alterations:","II – from personal data that are excessive in relation to the purpose for which consent was given by the data subject, except in situations provided in the Law that governs personal"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,"Art. 60. Law No. 12,965, of April 23, 2014 (the “Brazilian Internet Law”), shall henceforth contain the following alterations:",data protection.”
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,Art.  65.	This Law shall come into force: (New Wording Given by Law No.,"13,853/2019)"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,Art.  65.	This Law shall come into force: (New Wording Given by Law No.,"I – December 28, 2018, as for articles 55-A, 55-B, 55-C, 55-D, 55-E, 55-F, 55-G, 55- H, 55- I, 55-J, 55-K, 55-L, 58-A e 58-B; and"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,Art.  65.	This Law shall come into force: (New Wording Given by Law No.,"I-A – August 1st, 2021, as for arts. 52, 53 and 54; (Included by Law No. 14,010/2020)"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,Art.  65.	This Law shall come into force: (New Wording Given by Law No.,"II  –  24  (twenty-four)  months  following  its  official  publication,  as  for  the other"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,Art.  65.	This Law shall come into force: (New Wording Given by Law No.,"articles.” (Included by Law No. 13,853/2019)"
CHAPTER X FINAL AND TRANSITIONAL PROVISIONS,undefined,Art.  65.	This Law shall come into force: (New Wording Given by Law No.,"Brasília, August 14, 2018."
